Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Australia,AUS,Gross capital formation (current US$),NE.GDI.TOTL.CD,5874400940,6522881044,5662720906,6639361062,7304641169,8711361394,8906241425,10021761603,10791201727,12337921974,13629282181,14512962322,15834112150,18120435618,27195283714,26083572306,27763562247,29755677908,30591183676,37570146541,40626183844,50727969349,57890323293,44851673620,51535393566,50583305400,51966284275,51833642139,66049528233,88792679471,90132995976,78950115413,72741017828,73669898820,78349360083,95700920701,99487026186,1.08E+11,1.02E+11,1.02E+11,1.09E+11,88806924110,96601834309,1.21E+11,1.66E+11,1.91E+11,2.06E+11,2.35E+11,3.02E+11,2.54E+11,3.08E+11,3.70E+11,4.29E+11,4.40E+11,3.92E+11,3.55E+11,3.07E+11,3.20E+11,3.51E+11,3.24E+11,2.96E+11,3.55E+11,3.99E+11,4.05E+11
Austria,AUT,Gross capital formation (current US$),NE.GDI.TOTL.CD,,,,,,,,,,,4771495105,5541740280,7058711828,9517022981,11444997055,10879523584,12248654598,15309730247,16461066995,21696574370,23617236758,19127014861,17519558764,16618430366,16163509387,16964551742,23505006760,29871903570,34140480330,35233812793,44427926903,46746366529,51115807663,48063635396,53086308878,64509635594,62486378997,55780133048,56978190307,56742769391,51151223870,49694720840,50688642611,64017705669,72533785057,75309760548,79396824795,95678567535,1.06E+11,91501841483,88684956533,1.04E+11,98162711032,1.02E+11,1.04E+11,90930239902,96015598611,1.04E+11,1.17E+11,1.13E+11,1.11E+11,1.33E+11,1.30E+11,1.31E+11
Azerbaijan,AZE,Gross capital formation (current US$),NE.GDI.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2357575758,166000000,-3081180.812,342305576.4,182706300.1,574821373.7,921240611.8,1356585014,1483587490,1213786341,1090038231,1180156703,2156220555,3868976710,5033804961,5501464427,6265075075,7113890300,9132080524,8392812488,9555195614,13367211778,15550280343,19028068641,20698491866,14815472728,9724751554,9962844718,9483493400,9783117647,10103705882,9363411765,9459823529,13244294118
Burundi,BDI,Gross capital formation (current US$),NE.GDI.TOTL.CD,12250000,14000000,15750000,14000000,14000000,9168592.593,11196571.43,12216000,15003428.57,15765714.29,10997714.29,19235428.57,7852571.429,16165996.05,13991111.11,31911111.11,40753623.19,61304333.33,85656666.67,116718888.9,127711111.1,164797777.8,146485555.6,247197418,181346587.6,159400116,139931680.8,255851408.2,162740838.3,183384068.5,164573297.1,168219356.2,115216775.6,108319604.6,64512809.55,63661624.45,71345995.05,59316021,60522706.3,47554830.01,24209416.24,39177455.29,32592024.87,61742809.11,94702564.24,203314580.5,235739746.5,205958654.5,216130404.2,338028850.7,348722170.5,365461625.4,381224683.3,358734736.4,384303952.9,377554175.4,244282177.5,239839493,296149471.1,364028623,303282056.1,363979935.2,446950845.7,343147631.5
Belgium,BEL,Gross capital formation (current US$),NE.GDI.TOTL.CD,,,,,,,,,,,7920173457,8516198503,9882648703,13174221693,16974109362,17491570692,19183382445,22063809792,26750690406,30192670611,33679664781,23640708388,19891607805,16354968836,16518434097,16371354712,22282198844,29333124797,35480165661,38634424652,49990834138,48081293562,53043104141,49285735774,53905776465,62762999453,60393355049,56354758683,57777617248,58593404930,56316259203,53584708567,53607884006,66685072367,83690121032,91341356616,97862125665,1.16E+11,1.34E+11,1.07E+11,1.11E+11,1.28E+11,1.18E+11,1.17E+11,1.24E+11,1.09E+11,1.15E+11,1.23E+11,1.38E+11,1.34E+11,1.27E+11,1.55E+11,1.58E+11,1.60E+11
Benin,BEN,Gross capital formation (current US$),NE.GDI.TOTL.CD,25842781.01,25835931.93,26266058.73,29498346.83,26264629.48,25446733.59,26591671.13,36211245.26,40381362.7,41883272.27,38675392.82,34464417.52,54835259.39,65952057.89,101119770.6,130650091.5,116300241.3,133140842.9,149209511.3,225646996.2,212987951,202405713,349962909.9,189730903.5,134338267.1,93486448.83,179898717.5,201972099.2,253296806.9,177528296.5,275578111.1,287597352,230920741.3,365251641.9,284492910.7,464729080.8,414403514,420653283.7,445725933.8,670282050.8,563494396,650854248,622177156.2,811150266.3,942072805.4,793769726.1,905533866.6,1337834270,1344875897,1447716826,1488285157,1760394155,1701988709,2361099968,2558279325,2360969860,2396371151,3043370369,3763352168,3688309955,4021114866,5102988754,6364772359,7961987814
Burkina Faso,BFA,Gross capital formation (current US$),NE.GDI.TOTL.CD,28153525.79,30311209.77,33051946.52,34680452.82,39551348.31,36844312.36,34590056.84,36162705.2,38079462.17,45965968.67,47078273.21,71753357.5,99966809.19,139213000.3,191713076,217173380.1,223087360.1,221295351.5,270311191.1,286752462.8,291370759.9,250943030.9,314513863.8,274163985.1,206815794.6,356348081.6,410042090.7,455545229.8,491525524.3,533841905.5,586561316.9,666059555.1,647923337.5,622610515.2,514877718.2,569307834.5,645207470.7,670460095.9,678072885.2,586276460.4,432512272.5,432164408.3,487267115.6,732888685.7,845998686.7,1079520488,1055771815,1391777140,1959468056,1889197354,2223149257,2672585707,3096666174,3187632218,2685738502,2296231628,2668768165,3114550894,3454358152,3167742131,3041880771,3048534176,3332686193,4583319103
Bangladesh,BGD,Gross capital formation (current US$),NE.GDI.TOTL.CD,294722562.5,372370604.2,609282250,524266083.3,644989020.8,677861895.8,580660104.2,776763958.3,1059300854,1059584292,1020193479,720086541.7,295402700,704516103.3,922776098.4,1195666122,1002743731,1112122954,1533618896,1743936511,2619023882,3473990208,3216616766,2916540404,3118960000,3526884615,3522266667,3759741935,4182467815,4639875678,5200668377,5230560224,5487230032,5952339524,6214296793,7254002500,9626674817,10525081967,11057290749,11649376040,12706579209,13052020015,13320616403,14846735751,16271819263,17945953747,18770381775,20841132147,24010974774,26854698454,30255974865,35265423644,37676729935,42584135120,49407320851,56371394212,80203267084,90901007678,1.02E+11,1.13E+11,1.17E+11,1.29E+11,1.47E+11,1.35E+11
Bulgaria,BGR,Gross capital formation (current US$),NE.GDI.TOTL.CD,,,,,,,,,,,,,,,,,,,,,6744615385,7051428571,6601333333,5447777778,5842111111,5523578947,7264705882,9246307692,7763176471,7280166667,5279500000,2472983871,2058608247,1655359861,910701107,3366958956,142290979.2,1100762897,2812100720,2704165533,2522850314,3028317743,3367384297,4667574690,6129636108,8285467619,11021140061,14932194542,20116741467,14846667216,11430330102,12331582805,11882090258,11732303253,12293401032,10670483322,10232935084,11753411887,14086183805,14469954782,14317196169,17715297817,21119745343,19148635291
Bahrain,BHR,Gross capital formation (current US$),NE.GDI.TOTL.CD,,,,,,,,,,,,,,,,,,,,,1417352348,1443085638,1322606383,1638031649,1663031915,1301861702,812765957.4,863563829.8,747872340.4,951861702.1,694946808.5,1320212766,1397606383,951861702.1,1093085106,854521276.6,878989361.7,1107712766,1324734043,523404255.3,1502180851,1410106383,2239867021,2628696809,2698404255,4269281915,5623218085,7543191489,8985478723,5997127660,7016250000,6446808511,8654813830,8440930851,8962765957,7927473404,9397765957,11686276596,13330664894,12615265957,12150464894,10052120745,,
