Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Botswana,BWA,Gross domestic savings (current US$),NY.GDS.TOTL.CD,-3051501.358,-3281964.029,-3426075.862,-3674888.541,-3130389.441,-2582594.153,69736.66042,-418380.866,-6066962.53,6545441.379,8724005.952,28072381.83,45676398.89,67784254.46,73512422.05,77078273.66,66355016.59,67996104.33,117489799.6,213924543,282929653.6,231733230.7,232892184.9,338856039.5,400693791.4,424216335.1,566614373.4,829094053.9,1326952818,1517132979,1615966107,1565748579,1535318584,1525150893,1411508784,1443506924,1863698210,1825645762,1581706059,2187226653,2418087734,2308857769,2188899382,2960661771,3554446803,4214793050,3864653568,3957980794,3323975378,2011681501,3342644008,4706577942,3083042723,3192334908,4399107506,3025860234,4649331108,4683363104,4672594139,4031800914,2290943959,4719144445,6408379360,5452426199
Central African Republic,CAF,Gross domestic savings (current US$),NY.GDS.TOTL.CD,9788125.824,14678259,12652348.78,11019646.6,13875994.67,16322466.97,10989971.42,2032561.356,20903012.93,11473939.89,15808966.38,22410146.35,22007387.31,35191369.52,-274269.7121,-18888754.71,21774943.47,12344732.84,2573149.662,-20365444.34,-70555599.67,-6509532.41,-40239600.07,-4180023.538,1272189.082,49785986.92,26297559.17,23118651.37,40480349.49,69057764.54,56187948.92,56638102.4,41013737.33,64771976.81,85856622.51,90179589.19,31557860.06,75302906.25,51046545.29,81926526.45,56446426.82,44998224.89,54203377.18,75913305.23,19900054.16,23310697.11,36112221.72,22726564.37,5944169.857,123390838.9,215836415.7,228930662.2,21958399.43,-15867596.61,42581646.33,47409413.74,28771242.74,61699101.92,-31096817.44,-91816602.87,-20412322.57,-49855356.69,-135815932.4,-145670204.3
Canada,CAN,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,8486545445,9322466186,10183713192,11812492769,13656185993,15692937528,15837829943,16799288777,18458199809,20106316394,22718952268,25797417921,32744245575,41561662577,39920150413,49229016227,48397578749,50229540633,60568604234,68356791823,79459504546,73688903299,79012495943,86414176511,87244965214,85019071608,1.02E+11,1.24E+11,1.35E+11,1.28E+11,1.15E+11,1.06E+11,1.07E+11,1.20E+11,1.36E+11,1.44E+11,1.52E+11,1.46E+11,1.66E+11,1.96E+11,1.88E+11,1.84E+11,2.19E+11,2.66E+11,3.12E+11,3.47E+11,3.82E+11,4.01E+11,2.81E+11,3.48E+11,4.12E+11,4.19E+11,4.31E+11,4.32E+11,3.32E+11,3.13E+11,3.52E+11,3.70E+11,3.76E+11,3.39E+11,4.89E+11,5.52E+11,5.04E+11
Central Europe and the Baltics,CEB,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87670087019,89087390313,88257260734,97379579915,90244777527,88308735166,94856563254,1.03E+11,1.25E+11,1.60E+11,1.90E+11,2.26E+11,3.03E+11,3.55E+11,2.85E+11,2.91E+11,3.40E+11,3.14E+11,3.38E+11,3.62E+11,3.35E+11,3.37E+11,3.71E+11,4.20E+11,4.32E+11,4.19E+11,4.92E+11,4.84E+11,5.70E+11
Switzerland,CHE,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,9513400183,11534299572,14130447726,18706412096,21090034908,22152530508,22077786846,23109845642,33075707494,36364991881,39106999463,35866654109,36402629168,34955538564,34881009065,35960871759,52064018011,65346888412,72874187111,71837418546,93355334005,89066535565,88305125871,85861407688,97321622432,1.12E+11,1.05E+11,90232235237,94639323355,91820406737,89831561464,91880388125,97591935070,1.13E+11,1.28E+11,1.37E+11,1.54E+11,1.79E+11,2.09E+11,1.92E+11,2.13E+11,2.57E+11,2.45E+11,2.51E+11,2.62E+11,2.47E+11,2.45E+11,2.44E+11,2.63E+11,2.61E+11,2.67E+11,3.13E+11,3.13E+11,3.28E+11
Channel Islands,CHI,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Gross domestic savings (current US$),NY.GDS.TOTL.CD,453882766.7,532214091.9,618833526.9,690595865.2,789926634.6,962396651.6,1252370587,1232432105,1232245353,1459739695,1563521790,1465089058,1026586458,1019151269,3538457305,848360273.5,1768960900,1762817948,2313732141,3261968654,4895772405,4077373151,1767509580,2850020429,3306317207,3575939579,4146692296,5587865786,7741556929,8915296222,9405238552,10227499599,11567072556,11858225134,14486164474,20280836543,21894595868,23592587263,20554625610,18496441770,19809255895,18352528694,18366302538,21286098741,30441459494,38591520358,55700636101,61459780848,54949591485,52332560944,66994540391,74269006730,75638474825,73589009489,66269217362,59721551046,58589174631,64270111805,68296106788,64218704362,64872520874,73127949078,65350261995,81400957946
China,CHN,Gross domestic savings (current US$),NY.GDS.TOTL.CD,22158793826,9724577561,7150439185,9551650924,15998426259,23483050038,25967533594,21001778188,19231320988,24541019535,33430872578,36716793577,40607278427,50633410513,52011048729,62116549591,52610581468,64304991105,58743258467,66150858300,67495989500,65779071687,68568971469,75085127996,88994888904,1.08E+11,1.06E+11,1.02E+11,1.18E+11,1.24E+11,1.31E+11,1.46E+11,1.72E+11,1.85E+11,2.36E+11,3.01E+11,3.45E+11,3.88E+11,4.07E+11,4.09E+11,4.41E+11,5.10E+11,5.74E+11,6.97E+11,8.75E+11,1.04E+12,1.31E+12,1.74E+12,2.31E+12,2.55E+12,3.11E+12,3.76E+12,4.17E+12,4.62E+12,4.97E+12,5.09E+12,5.05E+12,5.56E+12,6.24E+12,6.28E+12,6.56E+12,8.21E+12,8.33E+12,8.34E+12
Cote d'Ivoire,CIV,Gross domestic savings (current US$),NY.GDS.TOTL.CD,158892828,168339463.5,156378583.3,223356131.9,306763635.7,262791763,302427836.6,294714368.1,391008963.5,397752612.3,424380143,405292871.7,469392920.2,644715005.3,900688814.2,879554854.6,1327890183,2106808227,2279134481,2277154448,2071662835,1587964508,1534967507,1343861587,1722138320,1906900929,1957849985,1626833475,1563742976,1159383444,1216374526,1089515705,1023832283,1472339529,2072891341,2520649996,2950039171,3401276796,4117618936,3058635446,2736707615,2697396158,3402140935,3865780829,3969190352,3552456081,4088588658,3818545327,6224982710,6403295759,7409034935,8234277328,7302102433,9782655627,12334791046,11629281057,12350053416,12158038290,12643009779,13676935272,13732003439,16781944479,15420552792,17350819308
Cameroon,CMR,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,97934843.01,91583128.23,110568667.4,113505691.6,123480230.5,202240816.5,154707862.9,188074072.9,315403410.1,425417591,489004446.8,372880830.3,873902120,1248804333,1264093468,1451299762,1297420636,1954466909,1865476958,2090848325,2278992295,3084234708,2739532958,2565903874,2209974206,2546785367,2608585790,1996283938,3298536023,2013068872,2617791891,2304795751,2429312989,2272861486,2230830303,2005326637,1941420635,2102487528,2671093678,3412292597,3543800176,3979189861,4575091623,4668994844,4343132352,4326280647,4799798269,4739824900,5482663924,5863835807,4731041577,5775279398,6118094731,6561873844,6051837543,5868594738,6487834059,6572888555,7383608554
"Congo, Dem. Rep.",COD,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618943137.1,797394832.4,1589521749,380677423.1,-62123971.47,431666554.5,1969565217,419333333.3,825814803.5,312286166.6,862881021.3,640537949.5,1457225509,1959920607,1017210856,977945209.4,4368362580,4838543441,2222156403,5643204033,6534559602,5553360875,3486070359,8059074011,7510205515,8850928921,11361003370,15387775787,18906805234,19480728425
"Congo, Rep.",COG,Gross domestic savings (current US$),NY.GDS.TOTL.CD,-15764371.25,685281.4568,6388358.02,2353504.971,3740144.196,10609609.45,19944749.57,14634025.09,6866786.506,5000734.842,3256091.482,21063624.81,23013329.8,109471520.2,168671518.2,86322373.5,36409282.75,52913546.74,87742489.38,296631291.1,608198933.4,599856947.7,1004545705,935795813.1,1017721057,671321775.5,288777923.9,524847898.5,416319427.4,664872952.1,1361334614,929523785.6,1344682529,1100375812,686229444.3,797241660.5,1049240251,874965630.4,591360234.5,1130901305,2095810052,1458491297,1575051697,2014417484,2305018105,3750286650,4650531834,4341979935,6496981466,4638263887,7912915126,9310823964,11064518408,10762715371,9840265508,5120112274,3623089085,5586209287,7884088721,6530160555,4113018530,6242184889,7978453871,6556250124
Colombia,COL,Gross domestic savings (current US$),NY.GDS.TOTL.CD,829687897.5,868779910.4,897632950.6,840513655.6,993450322.2,988000000,797629629.6,1040898344,1075946648,1122811271,1363951811,1201607361,1611445714,2117836219,2519214019,2462307008,3177806600,4365179936,4911318583,5566379855,6576442046,6206789602,6316344650,6627613100,7033144047,7091716521,8681468418,8740970468,9575419999,9552590437,11269320671,11796282403,11667221178,12718923370,16028684637,17915543409,16035900243,16008894207,13624462800,11582096592,14041258002,12673196440,13614509103,14496045819,20045135736,26463815420,30343917453,39640757347,50374083238,45750869608,58175958631,73954419590,77444436294,77827807341,75429825022,49052410562,46363396836,51791861055,55009568499,50257765901,32758452244,35839810123,41905278049,28532816680
Comoros,COM,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,-85195.90313,-84643.10877,-76079.53791,-81351.4188,-77811.579,-84583.69628,-118393.4406,-143078.6457,-154442.3867,-147332.8386,-179973.3838,-184328.8451,-196456.5599,-194236.3506,-136887.9957,-168288.517,-169420.8449,-155340.8395,-155946.7105,-160251.3434,-148313.3627,-160204.4004,-180670.2374,-232224.9772,-268012.7826,-278168.4977,-298607.0982,13382536.76,-4825111.66,-11609773.22,-19043605.35,-41605780.08,-68743311.32,-53471053.73,-53799608.88,-37622169.46,-32678281.9,-31550481.45,-27461392.71,-47637673.16,-129666330.2,-92413654.22,-116645838.8,-125942082.8
Cabo Verde,CPV,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339113943.4,463456629.6,351480419.6,364512379.6,411489142.7,372684696.8,382472100.9,371406361.2,303939911.1,298244151.8,266943568,294394501.3,298174370.5,21042919.21,-41153759.97,126859072.8,128071504.8
Costa Rica,CRI,Gross domestic savings (current US$),NY.GDS.TOTL.CD,63995919.31,71993019.99,77277093.58,70405016.47,64269770.38,52649086.79,84573554.72,91064166.04,103215079.2,125252845.3,135833932.1,151075298.8,193775433.3,273983211.1,196002509.5,257957981.3,426067677.9,577736231,550011610.3,607082917.2,784317479.6,632830481.4,719561550.4,737481793.9,845933760.6,945948514.9,1151388889,1042004142,1046570788,1192263593,1166224601,991244255.5,1276109825,1317731793,1525068817,1855573252,1601964758,1975365571,2538352889,2659518401,3006090657,3239948250,2971164306,2932877813,3366433344,3340880627,4065890253,4837753273,4873497872,5521378690,6771264300,6993387088,7608212445,8512338629,8716775509,10211178948,11316667556,11206534707,11798372517,12209853010,12376895513,13091441927,13671757600,17032042699
Caribbean small states,CSS,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,782054000,950479400,1117950367,1370949819,1562160610,1794534268,1901535079,1949654940,2435286623,2652556164,2821721528,2793351446,2806893176,2944952852,3132246101,3965465444,2985691625,2789121328,3458884301,3206295784,4324637367,1773744780,916057973,598653243.2,1358527838,1550951104,3477368700,3055908100,2368683800,2570711100,2961075200,2716400000,2526424100,2807687500,3641800400,5735384400,5844226574,6993518519,6228518519,7439814815,8887962963,8084000000,10043000000,10238000000,10086100000,10516800000,11198407864,12761649692,14003036096,13550600000,11302800000,,,
Curacao,CUW,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317187206.7,318031787.7,384574189.9,406725419,460175865.9,471226480.4,313768435.8,374465363.1,,,,,
Cayman Islands,CYM,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,6481423.63,46066444.51,75555758.87,121050462.3,244728982,419358209,415116318,410401356.4,378211012.2,506277567.3,537668522.1,764140565,883852497,971565997.5,1117971598,1198645967,913627020.2,1210723468,1558872320,1865223214,2555390686,2385498118,2166937286,2210192308,2371005394,2297736098,2335729508,2470236538,3083365798,3801267500,4039755006,4349696399,4703643581,4509018603,4565753309,4058332912,4191837053,3599406128,3488448123,3387061904,3263381418,4063708091,4658729483,5297176178,5408057095,4945202017,6898084483,6338263949,6745051012
Czechia,CZE,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11731278895,9269876005,9809108171,11920490138,14161679138,18708703843,21075475591,17930949632,20461661896,19126621386,18599111295,20899365596,24075739341,28201673225,36725305255,43720937998,51731531803,66215968503,79314362366,63670723391,63592737554,71099792325,65003549994,65003427764,67714368301,63790477158,66049202295,74100457728,82507495427,84845010847,80932389785,93496236613,96283726506,1.12E+11
Germany,DEU,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,60686546251,67091366196,77514308409,1.02E+11,1.09E+11,1.03E+11,1.12E+11,1.28E+11,1.61E+11,1.90E+11,1.93E+11,1.54E+11,1.52E+11,1.52E+11,1.46E+11,1.53E+11,2.35E+11,2.83E+11,3.16E+11,3.27E+11,4.35E+11,4.73E+11,5.28E+11,4.97E+11,5.40E+11,6.40E+11,5.99E+11,5.41E+11,5.65E+11,5.39E+11,4.80E+11,4.78E+11,5.20E+11,6.06E+11,7.05E+11,7.03E+11,7.78E+11,9.64E+11,1.03E+12,8.04E+11,8.61E+11,9.95E+11,9.11E+11,9.64E+11,1.05E+12,9.18E+11,9.49E+11,1.04E+12,1.11E+12,1.08E+12,1.08E+12,1.22E+12,1.10E+12,1.24E+12
Djibouti,DJI,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448475470,448146144.8,449318210.6,427004045.7,438188619.2,455317552.2,456471367.5,301226922,206781793.4,602680606.1,1022231145
Dominica,DMA,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20422222.22,-6570370.37,-33918518.52,-21725925.93,1892592.593,6559259.259,-18825925.93,18040740.74,12977777.78,885185.1852,15481481.48,-19396296.3,-83892592.59,,,,,
Denmark,DNK,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,2872157599,3014302933,3195542800,3847870800,4083340400,4558983747,6109851784,7880398711,8057439170,8706703387,9308541108,10374491271,12627216117,14591229424,13993708370,11398136002,11587162042,12476969492,13168373694,14332982994,20773848968,26343211847,28349027854,28235258816,36434379019,35961802705,39523140273,35663380527,38506095337,46983851207,48272547985,45847269135,45538522117,47850270778,47708061264,47732865862,50366252169,60449325865,68726463254,73286389635,80315700040,89997711116,97200633177,75766194296,80569405813,87794591853,83378530287,90356876961,95496728770,82990942949,89108200622,97073757337,1.03E+11,1.00E+11,1.03E+11,1.24E+11,1.40E+11,1.28E+11
Dominican Republic,DOM,Gross domestic savings (current US$),NY.GDS.TOTL.CD,111399700,84200400,77499700,82299700,83399700,30600000,48500000,68000000,57900000,104200000,136173004.1,136018693,324768156,414646916.6,409410909.4,761366546.9,609835106,669073373.2,617951470,858585260,737416741,1158061938,912975059.5,1141292906,1113153993,640703790.2,981064789.1,922858824.7,1119476352,1179140612,1087412182,1347226131,1384982504,1901186400,2381756248,2762638904,3134858610,3665744216,4503019177,4598259420,4760996716,5130942500,5341053532,4123460664,4815135171,7077441461,7428318547,8761526406,7913830369,7250289371,8473033820,8362403815,9146786608,10264973229,12038176156,13374882691,14539061086,15688488520,17831939631,18795306682,13940345611,20849124132,26306999182,29145777679
Algeria,DZA,Gross domestic savings (current US$),NY.GDS.TOTL.CD,470242006.4,680155112.6,657298452.9,471284712,525654012.7,607648985.4,567139147.6,850708822.7,1033003508,1195043265,1438102899,1323118414,1964059935,2977922395,5716677677,5621095744,6964750824,7499833388,9909478756,13572899412,18241280277,18049923745,17725738906,19378548238,17939649434,18198818509,14801217868,15629697930,12139113713,11237346459,16812710778,17079094110,15460653423,13852830876,11298257652,11738731789,14783849919,15424389278,13112252408,15379595975,24570757517,25616285204,25902507345,33544516295,44375345196,56817327642,68896532374,79030023495,1.01E+11,70580238249,88487302776,1.08E+11,1.10E+11,1.08E+11,1.08E+11,74306202396,70233905269,74270270583,79508392694,75330489938,55446935086,73728947080,1.04E+11,1.00E+11
East Asia & Pacific (excluding high income),EAP,Gross domestic savings (current US$),NY.GDS.TOTL.CD,27435627523,13921913988,7498093394,10633486934,17742775035,26283285045,29445393477,24128691255,23531734919,30267452327,37037559837,41412068218,45553491654,59472254129,68757598789,77797573464,73707748048,90227434947,92672061771,1.10E+11,1.21E+11,1.18E+11,1.20E+11,1.35E+11,1.50E+11,1.66E+11,1.73E+11,1.89E+11,2.04E+11,2.03E+11,2.14E+11,2.41E+11,2.81E+11,3.27E+11,3.97E+11,4.85E+11,5.51E+11,5.77E+11,5.29E+11,5.43E+11,6.07E+11,6.59E+11,7.34E+11,8.80E+11,1.08E+12,1.29E+12,1.61E+12,2.10E+12,2.75E+12,2.97E+12,3.72E+12,4.47E+12,4.89E+12,5.34E+12,5.70E+12,5.77E+12,5.77E+12,6.36E+12,7.10E+12,7.17E+12,7.34E+12,9.09E+12,9.33E+12,
Early-demographic dividend,EAR,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,38367049022,47248459466,53374670305,56348519031,59006888123,70878090605,99926519582,1.72E+11,1.67E+11,2.10E+11,2.29E+11,2.23E+11,2.99E+11,4.01E+11,4.15E+11,3.50E+11,3.28E+11,3.28E+11,3.22E+11,2.80E+11,2.96E+11,3.13E+11,3.37E+11,3.92E+11,3.88E+11,4.18E+11,4.71E+11,5.18E+11,5.59E+11,6.30E+11,6.59E+11,6.21E+11,6.63E+11,7.77E+11,7.46E+11,7.50E+11,8.64E+11,1.09E+12,1.33E+12,1.60E+12,1.89E+12,2.16E+12,1.89E+12,2.45E+12,2.79E+12,2.82E+12,2.72E+12,2.68E+12,2.43E+12,2.56E+12,2.87E+12,2.98E+12,2.95E+12,2.60E+12,3.25E+12,3.73E+12,3.78E+12
East Asia & Pacific,EAS,Gross domestic savings (current US$),NY.GDS.TOTL.CD,17686439457,12896634414,13584789814,23682996162,41177474712,52393665663,64151534922,75443126816,93932428355,1.22E+11,1.55E+11,1.69E+11,2.08E+11,2.79E+11,3.11E+11,3.15E+11,3.43E+11,4.13E+11,5.27E+11,5.66E+11,6.04E+11,6.58E+11,6.22E+11,6.65E+11,7.35E+11,7.87E+11,1.06E+12,1.27E+12,1.56E+12,1.60E+12,1.67E+12,1.90E+12,2.04E+12,2.23E+12,2.44E+12,2.75E+12,2.66E+12,2.54E+12,2.24E+12,2.38E+12,2.59E+12,2.35E+12,2.36E+12,2.66E+12,3.10E+12,3.37E+12,3.71E+12,4.32E+12,5.04E+12,5.08E+12,6.19E+12,7.15E+12,7.60E+12,7.86E+12,8.21E+12,8.23E+12,8.40E+12,9.13E+12,9.96E+12,9.98E+12,1.01E+13,1.22E+13,1.21E+13,
Europe & Central Asia (excluding high income),ECA,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89427972503,81609510164,71448603564,72948128133,62435581092,49441118703,46866250055,50370758566,50291418399,77211988446,63186323738,73289810363,63771392229,77967381549,96307342878,1.36E+11,1.80E+11,2.24E+11,2.79E+11,3.43E+11,2.58E+11,3.19E+11,3.95E+11,4.06E+11,4.35E+11,4.39E+11,3.75E+11,3.50E+11,3.77E+11,3.95E+11,3.80E+11,3.54E+11,4.62E+11,4.90E+11,5.00E+11
Europe & Central Asia,ECS,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,2.77E+11,3.02E+11,3.59E+11,4.65E+11,5.06E+11,5.37E+11,5.67E+11,6.37E+11,7.91E+11,9.55E+11,1.03E+12,8.73E+11,8.40E+11,8.17E+11,8.11E+11,8.47E+11,1.18E+12,1.42E+12,1.64E+12,1.73E+12,2.07E+12,2.11E+12,2.23E+12,1.96E+12,2.08E+12,2.55E+12,2.57E+12,2.43E+12,2.53E+12,2.48E+12,2.39E+12,2.41E+12,2.60E+12,3.12E+12,3.70E+12,3.96E+12,4.46E+12,5.37E+12,5.83E+12,4.51E+12,4.83E+12,5.60E+12,5.34E+12,5.55E+12,5.73E+12,5.05E+12,5.03E+12,5.48E+12,5.98E+12,5.92E+12,5.67E+12,6.87E+12,6.86E+12,7.18E+12
Ecuador,ECU,Gross domestic savings (current US$),NY.GDS.TOTL.CD,517591167.1,429140169,367952854.8,441559915.2,523145349,550311599.3,528466135.3,535736617.8,399764487.2,587720518.1,457746260.5,448638898,640744916.8,846217338.1,1883621255,1338475130,1737750382,2497822457,2714918446,3192504210,4407062983,5484702172,3719876821,3586453911,3463068810,3875186214,3325779048,2567219698,2800869617,3131412947,3810707329,4110882441,4728204102,3404782391,4103039520,4028323162,4759887944,5171006503,4584680340,4554225113,4711933967,4065061000,4406710000,5294766000,6467124000,8362148000,10819180000,12178961000,16830615000,13488405000,15459463000,20317852000,22524389000,25301990000,26695930000,19799028000,20306030000,22809263000,23235696000,22663609000,19329092000,23454013000,25934743000,25826786000
"Egypt, Arab Rep.",EGY,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,686762778.5,646233542,660327288.8,435981308.4,500242130.8,890730972.1,716653914.8,612719751.8,865588681.2,734469146.1,996492766.3,1448460775,2046658481,2157671316,2830714286,3285230508,4330270270,5402586207,6053550640,6450225758,7852580882,8699719364,6441476826,5337876207,6815365293,7178106550,5915586574,7101375139,7262905162,7858837485,9023886759,8579009434,9026548673,10182998819,12120318490,12916483194,12964959569,11617977528,11480769231,12272727273,14076539101,18382608696,21225919440,27345454545,23738656987,31234119782,30636833046,22633333333,22713178295,15925394548,19137466307,18233128834,10781250000,23021947102,38935079727,33830318153,27335882728,48674772036,42125187015
Euro area,EMU,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,1.81E+11,1.99E+11,2.38E+11,3.12E+11,3.46E+11,3.60E+11,3.79E+11,4.25E+11,5.27E+11,6.30E+11,6.75E+11,5.51E+11,5.31E+11,5.20E+11,5.12E+11,5.26E+11,7.70E+11,9.29E+11,1.07E+12,1.11E+12,1.42E+12,1.46E+12,1.55E+12,1.39E+12,1.51E+12,1.79E+12,1.78E+12,1.67E+12,1.75E+12,1.73E+12,1.59E+12,1.62E+12,1.77E+12,2.13E+12,2.48E+12,2.54E+12,2.77E+12,3.32E+12,3.52E+12,2.87E+12,2.86E+12,3.17E+12,2.91E+12,3.06E+12,3.23E+12,2.91E+12,3.02E+12,3.26E+12,3.56E+12,3.54E+12,3.41E+12,4.00E+12,3.73E+12,4.11E+12
Eritrea,ERI,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122706347,-114243096.5,-159399350.6,-221109375,-211949596.5,-170966263.4,-245811940.6,-218223499.1,-187494587,-114270267,-171236479.4,-300924967.6,-374385428.8,-312338868,-215353190.2,-136308598.4,-124077541.5,-179191505.7,-723500364.2,-511886640.7,,,,,,,,,,,,
Spain,ESP,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,10841307345,12157935329,15735783070,21167938321,25156025382,28879478261,27141350410,30911141292,38599099392,49235463560,49036969134,39855137863,38801862790,34173967517,37246665287,39131868885,56861453012,70493010376,86693410941,92360064652,1.20E+11,1.26E+11,1.28E+11,1.04E+11,1.09E+11,1.32E+11,1.42E+11,1.34E+11,1.45E+11,1.50E+11,1.42E+11,1.52E+11,1.75E+11,2.30E+11,2.63E+11,2.84E+11,3.13E+11,3.64E+11,3.87E+11,3.35E+11,3.03E+11,3.09E+11,2.72E+11,2.87E+11,2.88E+11,2.63E+11,2.80E+11,3.02E+11,3.30E+11,3.31E+11,2.80E+11,3.26E+11,3.22E+11,3.86E+11
Estonia,EST,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864584140.6,755225945.8,878868607.4,930509819.2,1113967538,1243789076,1260364140,1480693817,1662980933,1944662334,2654352981,3303942857,4060450193,5111553130,7115202573,6876984034,5128894137,5468341970,7285113790,7138663589,7512601954,8160713289,6644742889,6935310309,8217132555,9419090046,9576127130,9211777353,11132290062,11010962990,10638514443
Ethiopia,ETH,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511353412,8330669076,8375367215,11420462171,12751080585,16641488830,18284017158,20296498650,21220320170,22422152040,21077070501,19340624596,24181526596
European Union,EUU,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,2.03E+11,2.22E+11,2.66E+11,3.47E+11,3.84E+11,4.04E+11,4.25E+11,4.71E+11,5.80E+11,6.93E+11,7.44E+11,6.15E+11,5.91E+11,5.78E+11,5.75E+11,5.91E+11,8.53E+11,1.03E+12,1.17E+12,1.23E+12,1.54E+12,1.58E+12,1.67E+12,1.50E+12,1.65E+12,1.98E+12,1.98E+12,1.86E+12,1.95E+12,1.92E+12,1.78E+12,1.81E+12,1.97E+12,2.38E+12,2.78E+12,2.87E+12,3.15E+12,3.79E+12,4.05E+12,3.29E+12,3.31E+12,3.69E+12,3.39E+12,3.58E+12,3.77E+12,3.40E+12,3.52E+12,3.81E+12,4.16E+12,4.14E+12,4.02E+12,4.72E+12,4.44E+12,4.89E+12
Fragile and conflict affected situations,FCS,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Gross domestic savings (current US$),NY.GDS.TOTL.CD,,,,,,,,,,,3574280861,3935436203,4552112131,6317331570,8443869545,8919584613,9153229728,9321876937,10215225993,13188478095,16311762831,15658583632,15191809547,14593296328,15481796597,15773215656,20523105794,25225213039,32271499645,36082859914,41122686985,29270695486,24437217945,20365358593,25874786568,36428376906,34743722495,36287939526,40663106364,41791226074,40908647021,42126830458,43693070707,50207685166,58130043059,59316980096,62654381294,78599656505,83181517046,60299233663,59072608950,64702256021,56463892552,57746572345,57642320531,49590788159,52963100143,61490805798,66204309820,65106398541,66883577552,71533316694,67876356068,67105693557
